,Cell type,X location,Y location,Z location
8277,Pyr in SP layer,248,776,290
8278,Pyr in SP layer,376,904,322
8279,Pyr in SP layer,152,704,314
8280,Pyr in SP layer,80,592,298
8281,Pyr in SP layer,192,608,306
8282,Pyr in SP layer,128,552,298
8283,Pyr in SP layer,144,256,322
8284,Pyr in SP layer,240,424,306
8285,Pyr in SP layer,160,464,322
8286,Pyr in SP layer,400,416,298
8287,Pyr in SP layer,192,840,298
8288,Pyr in SP layer,328,24,322
8289,Pyr in SP layer,352,704,298
8290,Pyr in SP layer,336,456,306
8291,Pyr in SP layer,208,896,314
8292,Pyr in SP layer,312,920,298
8293,Pyr in SP layer,272,368,306
8294,Pyr in SP layer,24,232,306
8295,Pyr in SP layer,96,344,314
8296,Pyr in SP layer,320,664,314
8297,Pyr in SP layer,208,912,306
8298,Pyr in SP layer,224,664,298
8299,Pyr in SP layer,336,800,290
8300,Pyr in SP layer,272,384,290
8301,Pyr in SP layer,16,376,322
8302,Pyr in SP layer,32,248,306
8303,Pyr in SP layer,344,816,306
8304,Pyr in SP layer,56,400,298
8305,Pyr in SP layer,304,480,322
8306,Pyr in SP layer,272,104,322
8307,Pyr in SP layer,56,400,322
8308,Pyr in SP layer,88,120,290
8309,Pyr in SP layer,376,256,314
8310,Pyr in SP layer,328,480,290
8311,Pyr in SP layer,104,784,322
8312,Pyr in SP layer,216,792,306
8313,Pyr in SP layer,312,808,306
8314,Pyr in SP layer,112,984,322
8315,Pyr in SP layer,32,96,298
8316,Pyr in SP layer,240,264,306
8317,Pyr in SP layer,280,216,322
8318,Pyr in SP layer,368,792,298
8319,Pyr in SP layer,0,672,314
8320,Pyr in SP layer,312,888,314
8321,Pyr in SP layer,272,488,290
8322,Pyr in SP layer,160,568,306
8323,Pyr in SP layer,184,632,322
8324,Pyr in SP layer,192,400,306
8325,Pyr in SP layer,96,600,322
8326,Pyr in SP layer,240,736,290
8327,Pyr in SP layer,304,688,290
8328,Pyr in SP layer,176,808,306
8329,Pyr in SP layer,48,8,306
8330,Pyr in SP layer,192,920,298
8331,Pyr in SP layer,48,736,298
8332,Pyr in SP layer,120,568,322
8333,Pyr in SP layer,88,800,314
8334,Pyr in SP layer,328,728,290
8335,Pyr in SP layer,80,576,314
8336,Pyr in SP layer,136,520,314
8337,Pyr in SP layer,392,616,290
8338,Pyr in SP layer,280,8,306
8339,Pyr in SP layer,248,288,322
8340,Pyr in SP layer,56,800,290
8341,Pyr in SP layer,104,440,306
8342,Pyr in SP layer,208,712,306
8343,Pyr in SP layer,256,88,290
8344,Pyr in SP layer,88,128,298
8345,Pyr in SP layer,320,472,298
8346,Pyr in SP layer,360,568,290
8347,Pyr in SP layer,168,856,298
8348,Pyr in SP layer,304,760,314
8349,Pyr in SP layer,296,16,298
8350,Pyr in SP layer,256,696,298
8351,Pyr in SP layer,40,824,314
8352,Pyr in SP layer,184,504,306
8353,Pyr in SP layer,400,968,322
8354,Pyr in SP layer,168,232,298
8355,Pyr in SP layer,192,112,322
8356,Pyr in SP layer,336,576,306
8357,Pyr in SP layer,160,152,306
8358,Pyr in SP layer,280,760,298
8359,Pyr in SP layer,208,120,314
8360,Pyr in SP layer,40,888,322
8361,Pyr in SP layer,320,880,306
8362,Pyr in SP layer,400,24,306
8363,Pyr in SP layer,400,424,298
8364,Pyr in SP layer,384,648,322
8365,Pyr in SP layer,232,568,322
8366,Pyr in SP layer,336,568,298
8367,Pyr in SP layer,216,224,306
8368,Pyr in SP layer,136,336,306
8369,Pyr in SP layer,64,304,322
8370,Pyr in SP layer,160,736,314
8371,Pyr in SP layer,248,512,306
8372,Pyr in SP layer,80,88,314
8373,Pyr in SP layer,368,536,306
8374,Pyr in SP layer,352,432,290
8375,Pyr in SP layer,400,520,298
8376,Pyr in SP layer,240,328,314
8377,Pyr in SP layer,104,776,314
8378,Pyr in SP layer,328,632,306
8379,Pyr in SP layer,120,712,322
8380,Pyr in SP layer,264,968,314
8381,Pyr in SP layer,288,392,306
8382,Pyr in SP layer,336,504,290
8383,Pyr in SP layer,336,432,290
8384,Pyr in SP layer,240,632,306
8385,Pyr in SP layer,40,904,290
8386,Pyr in SP layer,256,128,306
8387,Pyr in SP layer,192,984,298
8388,Pyr in SP layer,256,368,314
8389,Pyr in SP layer,360,488,298
8390,Pyr in SP layer,144,760,306
8391,Pyr in SP layer,72,568,306
8392,Pyr in SP layer,112,680,298
8393,Pyr in SP layer,200,392,314
8394,Pyr in SP layer,376,112,314
8395,Pyr in SP layer,120,600,314
8396,Pyr in SP layer,264,736,322
8397,Pyr in SP layer,320,48,322
8398,Pyr in SP layer,264,48,314
8399,Pyr in SP layer,168,408,306
8400,Pyr in SP layer,208,104,322
8401,Pyr in SP layer,328,896,290
8402,Pyr in SP layer,80,208,306
8403,Pyr in SP layer,392,872,290
8404,Pyr in SP layer,152,80,290
8405,Pyr in SP layer,368,8,314
8406,Pyr in SP layer,216,992,322
8407,Pyr in SP layer,104,848,298
8408,Pyr in SP layer,400,832,322
8409,Pyr in SP layer,200,960,298
8410,Pyr in SP layer,120,424,306
8411,Pyr in SP layer,320,344,322
8412,Pyr in SP layer,56,632,322
8413,Pyr in SP layer,40,152,298
8414,Pyr in SP layer,368,328,314
8415,Pyr in SP layer,288,208,314
8416,Pyr in SP layer,384,848,314
8417,Pyr in SP layer,392,408,290
8418,Pyr in SP layer,384,368,314
8419,Pyr in SP layer,32,504,322
8420,Pyr in SP layer,40,160,298
8421,Pyr in SP layer,320,32,298
8422,Pyr in SP layer,352,592,306
8423,Pyr in SP layer,344,760,314
8424,Pyr in SP layer,168,976,298
8425,Pyr in SP layer,336,544,314
8426,Pyr in SP layer,200,480,298
8427,Pyr in SP layer,40,784,322
8428,Pyr in SP layer,8,184,298
8429,Pyr in SP layer,328,680,298
8430,Pyr in SP layer,248,472,290
8431,Pyr in SP layer,296,32,290
8432,Pyr in SP layer,72,400,298
8433,Pyr in SP layer,248,456,314
8434,Pyr in SP layer,72,240,298
8435,Pyr in SP layer,368,712,306
8436,Pyr in SP layer,216,352,290
8437,Pyr in SP layer,104,984,298
8438,Pyr in SP layer,192,488,290
8439,Pyr in SP layer,224,296,306
8440,Pyr in SP layer,160,56,314
8441,Pyr in SP layer,176,648,306
8442,Pyr in SP layer,136,688,290
8443,Pyr in SP layer,128,800,298
8444,Pyr in SP layer,120,984,322
8445,Pyr in SP layer,240,424,298
8446,Pyr in SP layer,216,704,314
8447,Pyr in SP layer,168,216,314
8448,Pyr in SP layer,112,424,322
8449,Pyr in SP layer,384,264,314
8450,Pyr in SP layer,88,112,298
8451,Pyr in SP layer,384,448,314
8452,Pyr in SP layer,320,896,314
8453,Pyr in SP layer,32,776,306
8454,Pyr in SP layer,96,976,314
8455,Pyr in SP layer,368,848,322
8456,Pyr in SP layer,128,136,306
8457,Pyr in SP layer,168,592,306
8458,Pyr in SP layer,200,576,298
8459,Pyr in SP layer,240,480,290
8460,Pyr in SP layer,168,888,290
8461,Pyr in SP layer,256,136,314
8462,Pyr in SP layer,16,840,314
8463,Pyr in SP layer,216,240,306
8464,Pyr in SP layer,384,248,322
8465,Pyr in SP layer,184,224,306
8466,Pyr in SP layer,368,864,314
8467,Pyr in SP layer,336,384,314
8468,Pyr in SP layer,192,448,298
8469,Pyr in SP layer,112,56,322
8470,Pyr in SP layer,152,240,314
8471,Pyr in SP layer,360,200,298
8472,Pyr in SP layer,264,824,290
8473,Pyr in SP layer,344,480,322
8474,Pyr in SP layer,184,672,306
8475,Pyr in SP layer,280,488,314
8476,Pyr in SP layer,320,824,290
8477,Pyr in SP layer,64,440,322
8478,Pyr in SP layer,184,448,298
8479,Pyr in SP layer,272,192,290
8480,Pyr in SP layer,152,968,298
8481,Pyr in SP layer,176,64,298
8482,Pyr in SP layer,264,24,306
8483,Pyr in SP layer,88,296,290
8484,Pyr in SP layer,120,624,322
8485,Pyr in SP layer,232,432,322
8486,Pyr in SP layer,0,616,306
8487,Pyr in SP layer,16,632,306
8488,Pyr in SP layer,256,504,290
8489,Pyr in SP layer,224,64,314
8490,Pyr in SP layer,32,712,322
8491,Pyr in SP layer,264,800,322
8492,Pyr in SP layer,328,760,322
8493,Pyr in SP layer,296,720,298
8494,Pyr in SP layer,48,680,322
8495,Pyr in SP layer,80,880,322
8496,Pyr in SP layer,152,360,306
8497,Pyr in SP layer,104,536,290
8498,Pyr in SP layer,0,584,290
8499,Pyr in SP layer,48,672,306
8500,Pyr in SP layer,392,32,306
8501,Pyr in SP layer,80,392,314
8502,Pyr in SP layer,224,352,298
8503,Pyr in SP layer,200,192,298
8504,Pyr in SP layer,384,96,298
8505,Pyr in SP layer,96,896,298
8506,Pyr in SP layer,200,936,306
8507,Pyr in SP layer,16,760,298
8508,Pyr in SP layer,344,480,290
8509,Pyr in SP layer,368,536,322
8510,Pyr in SP layer,296,608,314
8511,Pyr in SP layer,104,400,322
8512,Pyr in SP layer,16,160,298
8513,Pyr in SP layer,232,8,322
8514,Pyr in SP layer,24,328,298
8515,Pyr in SP layer,320,40,322
8516,Pyr in SP layer,0,496,314
8517,Pyr in SP layer,232,408,298
8518,Pyr in SP layer,344,64,322
8519,Pyr in SP layer,32,720,314
8520,Pyr in SP layer,176,608,290
8521,Pyr in SP layer,120,728,322
8522,Pyr in SP layer,248,608,306
8523,Pyr in SP layer,48,120,290
8524,Pyr in SP layer,160,784,322
8525,Pyr in SP layer,360,528,314
8526,Pyr in SP layer,24,360,290
8527,Pyr in SP layer,240,952,314
8528,Pyr in SP layer,256,768,314
8529,Pyr in SP layer,32,656,314
8530,Pyr in SP layer,176,936,322
8531,Pyr in SP layer,40,504,322
8532,Pyr in SP layer,168,920,322
8533,Pyr in SP layer,288,24,322
8534,Pyr in SP layer,320,816,290
8535,Pyr in SP layer,344,992,306
8536,Pyr in SP layer,96,608,314
8537,Pyr in SP layer,104,384,298
8538,Pyr in SP layer,80,376,298
8539,Pyr in SP layer,376,216,322
8540,Pyr in SP layer,248,688,306
8541,Pyr in SP layer,32,776,290
8542,Pyr in SP layer,208,744,306
8543,Pyr in SP layer,280,800,298
8544,Pyr in SP layer,272,392,306
8545,Pyr in SP layer,224,144,306
8546,Pyr in SP layer,256,768,290
8547,Pyr in SP layer,96,392,322
8548,Pyr in SP layer,144,672,290
8549,Pyr in SP layer,240,208,322
8550,Pyr in SP layer,136,880,322
8551,Pyr in SP layer,224,968,322
8552,Pyr in SP layer,248,320,314
8553,Pyr in SP layer,96,384,290
8554,Pyr in SP layer,272,376,314
8555,Pyr in SP layer,376,0,314
8556,Pyr in SP layer,144,440,322
8557,Pyr in SP layer,232,992,314
8558,Pyr in SP layer,224,760,322
8559,Pyr in SP layer,0,872,298
8560,Pyr in SP layer,232,400,306
8561,Pyr in SP layer,16,240,298
8562,Pyr in SP layer,184,528,290
8563,Pyr in SP layer,312,104,322
8564,Pyr in SP layer,72,792,306
8565,Pyr in SP layer,320,168,298
8566,Pyr in SP layer,296,712,322
8567,Pyr in SP layer,136,640,298
8568,Pyr in SP layer,64,456,290
8569,Pyr in SP layer,200,496,322
8570,Pyr in SP layer,0,144,322
8571,Pyr in SP layer,104,808,314
8572,Pyr in SP layer,16,712,306
8573,Pyr in SP layer,176,264,322
8574,Pyr in SP layer,136,552,290
8575,Pyr in SP layer,320,352,290
8576,Pyr in SP layer,168,152,290
8577,Pyr in SP layer,104,160,290
8578,Pyr in SP layer,272,608,314
8579,Pyr in SP layer,192,712,298
8580,Pyr in SP layer,184,440,322
8581,Pyr in SP layer,240,960,298
8582,Pyr in SP layer,72,232,306
8583,Pyr in SP layer,312,24,306
8584,Pyr in SP layer,328,600,306
8585,Pyr in SP layer,128,80,322
8586,Pyr in SP layer,376,792,322
8587,Pyr in SP layer,56,408,314
8588,Pyr in SP layer,176,344,314
8589,Pyr in SP layer,240,280,306
8590,Pyr in SP layer,64,96,314
8591,Pyr in SP layer,176,48,306
8592,Pyr in SP layer,0,584,322
8593,Pyr in SP layer,296,456,322
8594,Pyr in SP layer,336,480,290
8595,Pyr in SP layer,128,384,306
8596,Pyr in SP layer,320,224,298
8597,Pyr in SP layer,120,912,306
8598,Pyr in SP layer,384,56,298
8599,Pyr in SP layer,136,816,314
8600,Pyr in SP layer,56,376,298
8601,Pyr in SP layer,48,480,306
8602,Pyr in SP layer,344,248,314
8603,Pyr in SP layer,184,104,306
8604,Pyr in SP layer,96,856,290
8605,Pyr in SP layer,136,808,314
8606,Pyr in SP layer,64,304,306
8607,Pyr in SP layer,272,408,290
8608,Pyr in SP layer,136,352,322
8609,Pyr in SP layer,256,720,298
8610,Pyr in SP layer,200,856,306
8611,Pyr in SP layer,120,792,322
8612,Pyr in SP layer,136,768,314
8613,Pyr in SP layer,168,624,314
8614,Pyr in SP layer,360,832,314
8615,Pyr in SP layer,216,472,322
8616,Pyr in SP layer,312,288,306
8617,Pyr in SP layer,352,352,322
8618,Pyr in SP layer,256,832,306
8619,Pyr in SP layer,256,240,322
8620,Pyr in SP layer,72,64,314
8621,Pyr in SP layer,192,64,298
8622,Pyr in SP layer,0,544,314
8623,Pyr in SP layer,48,824,290
8624,Pyr in SP layer,88,104,298
8625,Pyr in SP layer,16,400,306
8626,Pyr in SP layer,264,976,314
8627,Pyr in SP layer,48,704,314
8628,Pyr in SP layer,264,832,306
8629,Pyr in SP layer,312,360,290
8630,Pyr in SP layer,160,192,290
8631,Pyr in SP layer,120,696,322
8632,Pyr in SP layer,248,856,306
8633,Pyr in SP layer,144,328,306
8634,Pyr in SP layer,392,448,306
8635,Pyr in SP layer,264,520,322
8636,Pyr in SP layer,320,680,298
8637,Pyr in SP layer,224,808,298
8638,Pyr in SP layer,280,800,306
8639,Pyr in SP layer,128,192,290
8640,Pyr in SP layer,280,904,322
8641,Pyr in SP layer,256,104,290
8642,Pyr in SP layer,376,208,298
8643,Pyr in SP layer,392,688,314
8644,Pyr in SP layer,152,320,298
8645,Pyr in SP layer,360,368,290
8646,Pyr in SP layer,328,40,298
8647,Pyr in SP layer,16,904,290
8648,Pyr in SP layer,136,976,290
8649,Pyr in SP layer,248,112,322
8650,Pyr in SP layer,72,1000,322
8651,Pyr in SP layer,192,232,322
8652,Pyr in SP layer,32,240,314
8653,Pyr in SP layer,192,152,314
8654,Pyr in SP layer,344,152,298
8655,Pyr in SP layer,80,560,290
8656,Pyr in SP layer,88,376,306
8657,Pyr in SP layer,288,56,306
8658,Pyr in SP layer,400,312,322
8659,Pyr in SP layer,144,152,306
8660,Pyr in SP layer,0,808,298
8661,Pyr in SP layer,160,1000,306
8662,Pyr in SP layer,144,192,298
8663,Pyr in SP layer,88,104,306
8664,Pyr in SP layer,80,408,290
8665,Pyr in SP layer,176,1000,322
8666,Pyr in SP layer,232,328,322
8667,Pyr in SP layer,96,336,322
8668,Pyr in SP layer,360,312,298
8669,Pyr in SP layer,368,384,322
8670,Pyr in SP layer,24,488,322
8671,Pyr in SP layer,256,208,322
8672,Pyr in SP layer,328,728,314
8673,Pyr in SP layer,240,16,298
8674,Pyr in SP layer,40,824,306
8675,Pyr in SP layer,304,16,306
8676,Pyr in SP layer,184,928,314
8677,Pyr in SP layer,80,168,290
8678,Pyr in SP layer,104,888,314
8679,Pyr in SP layer,224,792,290
8680,Pyr in SP layer,152,520,298
8681,Pyr in SP layer,8,176,306
8682,Pyr in SP layer,384,416,322
8683,Pyr in SP layer,248,920,306
8684,Pyr in SP layer,16,288,298
8685,Pyr in SP layer,328,352,298
8686,Pyr in SP layer,352,688,298
8687,Pyr in SP layer,240,936,290
8688,Pyr in SP layer,192,552,298
8689,Pyr in SP layer,264,616,306
8690,Pyr in SP layer,280,720,306
8691,Pyr in SP layer,32,976,290
8692,Pyr in SP layer,128,80,306
8693,Pyr in SP layer,192,696,306
8694,Pyr in SP layer,104,632,306
8695,Pyr in SP layer,64,1000,290
8696,Pyr in SP layer,336,912,314
8697,Pyr in SP layer,224,720,298
8698,Pyr in SP layer,96,840,322
8699,Pyr in SP layer,40,720,314
8700,Pyr in SP layer,112,872,290
8701,Pyr in SP layer,248,600,290
8702,Pyr in SP layer,184,280,298
8703,Pyr in SP layer,384,472,290
8704,Pyr in SP layer,16,376,290
8705,Pyr in SP layer,280,288,314
8706,Pyr in SP layer,0,552,314
8707,Pyr in SP layer,360,392,298
8708,Pyr in SP layer,16,440,306
8709,Pyr in SP layer,312,864,290
8710,Pyr in SP layer,80,344,322
8711,Pyr in SP layer,304,680,290
8712,Pyr in SP layer,168,272,314
8713,Pyr in SP layer,400,208,290
8714,Pyr in SP layer,40,24,290
8715,Pyr in SP layer,232,72,290
8716,Pyr in SP layer,64,952,322
8717,Pyr in SP layer,16,176,298
8718,Pyr in SP layer,184,816,290
8719,Pyr in SP layer,216,880,322
8720,Pyr in SP layer,240,904,298
8721,Pyr in SP layer,296,744,306
8722,Pyr in SP layer,144,88,322
8723,Pyr in SP layer,88,176,306
8724,Pyr in SP layer,0,896,314
8725,Pyr in SP layer,136,608,314
8726,Pyr in SP layer,168,552,322
8727,Pyr in SP layer,40,24,322
8728,Pyr in SP layer,184,920,306
8729,Pyr in SP layer,96,360,314
8730,Pyr in SP layer,112,632,298
8731,Pyr in SP layer,320,272,314
8732,Pyr in SP layer,256,496,322
8733,Pyr in SP layer,240,664,306
8734,Pyr in SP layer,320,944,306
8735,Pyr in SP layer,288,128,306
8736,Pyr in SP layer,104,640,306
8737,Pyr in SP layer,104,888,322
8738,Pyr in SP layer,240,648,314
8739,Pyr in SP layer,320,200,290
8740,Pyr in SP layer,96,984,298
8741,Pyr in SP layer,376,376,314
8742,Pyr in SP layer,48,136,298
8743,Pyr in SP layer,152,712,290
8744,Pyr in SP layer,88,368,314
8745,Pyr in SP layer,160,624,298
8746,Pyr in SP layer,136,336,314
8747,Pyr in SP layer,72,192,298
8748,Pyr in SP layer,0,424,290
8749,Pyr in SP layer,88,432,298
8750,Pyr in SP layer,176,512,322
8751,Pyr in SP layer,344,64,314
8752,Pyr in SP layer,376,864,298
8753,Pyr in SP layer,104,816,322
8754,Pyr in SP layer,248,16,298
8755,Pyr in SP layer,168,824,306
8756,Pyr in SP layer,176,592,298
8757,Pyr in SP layer,56,272,298
8758,Pyr in SP layer,328,576,306
8759,Pyr in SP layer,200,784,314
8760,Pyr in SP layer,40,928,322
8761,Pyr in SP layer,128,848,322
8762,Pyr in SP layer,96,1000,306
8763,Pyr in SP layer,72,680,322
8764,Pyr in SP layer,16,680,314
8765,Pyr in SP layer,328,328,290
8766,Pyr in SP layer,392,840,290
8767,Pyr in SP layer,392,360,322
8768,Pyr in SP layer,232,648,314
8769,Pyr in SP layer,40,288,314
8770,Pyr in SP layer,72,136,306
8771,Pyr in SP layer,200,32,314
8772,Pyr in SP layer,352,800,314
8773,Pyr in SP layer,120,592,298
8774,Pyr in SP layer,160,448,306
8775,Pyr in SP layer,128,840,298
8776,Pyr in SP layer,208,528,314
8777,Pyr in SP layer,40,696,298
8778,Pyr in SP layer,224,40,306
8779,Pyr in SP layer,400,456,298
8780,Pyr in SP layer,400,536,322
8781,Pyr in SP layer,80,832,314
8782,Pyr in SP layer,192,792,322
8783,Pyr in SP layer,120,992,306
8784,Pyr in SP layer,88,8,290
8785,Pyr in SP layer,120,280,290
8786,Pyr in SP layer,128,344,322
8787,Pyr in SP layer,80,648,298
8788,Pyr in SP layer,192,552,290
8789,Pyr in SP layer,232,80,322
8790,Pyr in SP layer,160,816,306
8791,Pyr in SP layer,96,424,298
8792,Pyr in SP layer,200,720,322
8793,Pyr in SP layer,192,64,306
8794,Pyr in SP layer,304,128,298
8795,Pyr in SP layer,400,56,314
8796,Pyr in SP layer,128,432,298
8797,Pyr in SP layer,64,464,314
8798,Pyr in SP layer,320,144,298
8799,Pyr in SP layer,184,728,306
8800,Pyr in SP layer,64,432,314
8801,Pyr in SP layer,16,120,290
8802,Pyr in SP layer,96,640,306
8803,Pyr in SP layer,368,776,314
8804,Pyr in SP layer,224,760,290
8805,Pyr in SP layer,392,504,322
8806,Pyr in SP layer,184,936,298
8807,Pyr in SP layer,232,928,314
8808,Pyr in SP layer,160,912,290
8809,Pyr in SP layer,104,176,298
8810,Pyr in SP layer,192,80,314
8811,Pyr in SP layer,184,768,306
8812,Pyr in SP layer,336,776,322
8813,Pyr in SP layer,128,280,290
8814,Pyr in SP layer,120,752,306
8815,Pyr in SP layer,296,504,290
8816,Pyr in SP layer,312,64,290
8817,Pyr in SP layer,88,936,298
8818,Pyr in SP layer,192,728,314
8819,Pyr in SP layer,160,520,314
8820,Pyr in SP layer,280,352,298
8821,Pyr in SP layer,312,840,306
8822,Pyr in SP layer,368,464,314
8823,Pyr in SP layer,392,208,314
8824,Pyr in SP layer,208,792,314
8825,Pyr in SP layer,280,376,290
8826,Pyr in SP layer,64,584,322
8827,Pyr in SP layer,40,912,306
8828,Pyr in SP layer,304,336,290
8829,Pyr in SP layer,368,992,290
8830,Pyr in SP layer,304,760,306
8831,Pyr in SP layer,296,624,322
8832,Pyr in SP layer,0,728,290
8833,Pyr in SP layer,256,464,290
8834,Pyr in SP layer,328,392,314
8835,Pyr in SP layer,304,576,290
8836,Pyr in SP layer,104,544,298
8837,Pyr in SP layer,344,520,322
8838,Pyr in SP layer,32,144,314
8839,Pyr in SP layer,128,8,322
8840,Pyr in SP layer,392,408,298
8841,Pyr in SP layer,384,752,290
8842,Pyr in SP layer,400,640,298
8843,Pyr in SP layer,392,800,314
8844,Pyr in SP layer,56,504,290
8845,Pyr in SP layer,72,936,322
8846,Pyr in SP layer,208,544,290
8847,Pyr in SP layer,88,48,322
8848,Pyr in SP layer,216,544,298
8849,Pyr in SP layer,128,232,298
8850,Pyr in SP layer,376,344,314
8851,Pyr in SP layer,88,440,306
8852,Pyr in SP layer,296,568,298
8853,Pyr in SP layer,280,240,290
8854,Pyr in SP layer,312,392,314
8855,Pyr in SP layer,24,952,306
8856,Pyr in SP layer,40,32,322
8857,Pyr in SP layer,344,0,306
8858,Pyr in SP layer,312,944,306
8859,Pyr in SP layer,280,376,314
8860,Pyr in SP layer,352,400,314
8861,Pyr in SP layer,264,248,322
8862,Pyr in SP layer,200,640,290
8863,Pyr in SP layer,224,0,290
8864,Pyr in SP layer,32,184,290
8865,Pyr in SP layer,192,776,322
8866,Pyr in SP layer,304,584,290
8867,Pyr in SP layer,88,768,290
8868,Pyr in SP layer,336,352,290
8869,Pyr in SP layer,336,552,322
8870,Pyr in SP layer,312,64,314
8871,Pyr in SP layer,88,496,290
8872,Pyr in SP layer,400,992,298
8873,Pyr in SP layer,96,392,290
8874,Pyr in SP layer,192,400,314
8875,Pyr in SP layer,368,136,306
8876,Pyr in SP layer,56,360,306
8877,Pyr in SP layer,144,144,298
8878,Pyr in SP layer,120,200,306
8879,Pyr in SP layer,104,360,298
8880,Pyr in SP layer,296,704,322
8881,Pyr in SP layer,352,40,322
8882,Pyr in SP layer,32,504,290
8883,Pyr in SP layer,256,800,290
8884,Pyr in SP layer,288,392,314
8885,Pyr in SP layer,200,800,322
8886,Pyr in SP layer,240,840,322
8887,Pyr in SP layer,272,56,298
8888,Pyr in SP layer,352,872,306
8889,Pyr in SP layer,360,360,314
8890,Pyr in SP layer,144,200,306
8891,Pyr in SP layer,400,664,306
8892,Pyr in SP layer,112,616,290
8893,Pyr in SP layer,112,456,290
8894,Pyr in SP layer,104,1000,306
8895,Pyr in SP layer,120,672,306
8896,Pyr in SP layer,64,240,290
8897,Pyr in SP layer,64,424,314
8898,Pyr in SP layer,344,384,290
8899,Pyr in SP layer,128,288,314
8900,Pyr in SP layer,88,368,298
8901,Pyr in SP layer,296,72,306
8902,Pyr in SP layer,168,488,322
8903,Pyr in SP layer,400,80,314
8904,Pyr in SP layer,112,800,298
8905,Pyr in SP layer,280,536,322
8906,Pyr in SP layer,328,544,306
8907,Pyr in SP layer,8,520,314
8908,Pyr in SP layer,168,360,306
8909,Pyr in SP layer,344,56,298
8910,Pyr in SP layer,192,200,306
8911,Pyr in SP layer,168,592,322
8912,Pyr in SP layer,88,16,322
8913,Pyr in SP layer,280,816,314
8914,Pyr in SP layer,56,64,298
8915,Pyr in SP layer,120,136,298
8916,Pyr in SP layer,336,752,314
8917,Pyr in SP layer,120,736,322
8918,Pyr in SP layer,392,936,298
8919,Pyr in SP layer,248,856,298
8920,Pyr in SP layer,256,704,306
8921,Pyr in SP layer,288,672,298
8922,Pyr in SP layer,368,888,290
